class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
Onda Onda,0.39166778326034546,0.31638020277023315,-0.33002087473869324,0.9999897480010986,0.403405100107193,0.2995970845222473,-0.31582286953926086,0.9999790191650391,0.41056498885154724,0.2987573742866516,-0.3159201443195343,0.9999791383743286,0.41712039709091187,0.29796966910362244,-0.3160165548324585,0.9999759197235107,0.3880743980407715,0.30038028955459595,-0.2893337905406952,0.9999662637710571,0.38423028588294983,0.30025017261505127,-0.28935760259628296,0.9999575614929199,0.3808724284172058,0.29983800649642944,-0.28938186168670654,0.999954104423523,0.43203282356262207,0.3015711307525635,-0.18070073425769806,0.9999629259109497,0.3857927918434143,0.30432119965553284,-0.0628332793712616,0.9999055862426758,0.40698131918907166,0.32929110527038574,-0.27740296721458435,0.9999885559082031,0.38688141107559204,0.3298245072364807,-0.24363473057746887,0.9999769926071167,0.4844141900539398,0.36702024936676025,-0.2294628918170929,0.9999910593032837,0.40040501952171326,0.3994967043399811,0.17659075558185577,0.9999802112579346,0.484854519367218,0.47205084562301636,-0.4491913914680481,0.995925784111023,0.4240294396877289,0.5029807090759277,0.2848571538925171,0.5320460200309753,0.36287721991539,0.46604669094085693,-0.6294639110565186,0.995019793510437,0.39378708600997925,0.5806697607040405,0.11002384126186371,0.6901977062225342,0.32530921697616577,0.46581873297691345,-0.7016658186912537,0.9871345162391663,0.38275066018104553,0.6060360670089722,0.08221800625324249,0.6305325627326965,0.32147839665412903,0.4603198170661926,-0.677352249622345,0.9860084652900696,0.3813592195510864,0.6055789589881897,0.027100944891572,0.6423866748809814,0.3339824080467224,0.46084100008010864,-0.6214197874069214,0.9737452864646912,0.3877549171447754,0.5982795357704163,0.08127264678478241,0.6446095108985901,0.5421297550201416,0.5817971229553223,-0.1185401901602745,0.999996542930603,0.47475558519363403,0.5896732211112976,0.11849234998226166,0.9999966621398926,0.6177035570144653,0.7561358213424683,-0.13628089427947998,0.9989672899246216,0.33569765090942383,0.707412600517273,-0.24150145053863525,0.997986912727356,0.6906529068946838,0.8717343807220459,0.20116476714611053,0.9950528740882874,0.4246211051940918,0.8682136535644531,0.04475785791873932,0.9929413795471191,0.6953852772712708,0.8866176009178162,0.2244814932346344,0.9049482941627502,0.4463488459587097,0.8898670673370361,0.06454706192016602,0.957602322101593,0.6949390172958374,0.9296221137046814,0.024825645610690117,0.9846308827400208,0.35712185502052307,0.9104130268096924,-0.09396041184663773,0.9852640628814697
Onda Onda,0.38573628664016724,0.3130996823310852,-0.29589366912841797,0.9999897480010986,0.39745745062828064,0.29647380113601685,-0.2903383672237396,0.9999788999557495,0.4039033055305481,0.2953869104385376,-0.2903945744037628,0.9999790787696838,0.4104551672935486,0.29418304562568665,-0.290422260761261,0.9999757409095764,0.3847840428352356,0.2978784441947937,-0.2577250599861145,0.9999669194221497,0.38197094202041626,0.2978419065475464,-0.2577792704105377,0.9999588131904602,0.37929701805114746,0.2975786328315735,-0.2578379511833191,0.9999555945396423,0.428522527217865,0.2987132668495178,-0.18366476893424988,0.9999630451202393,0.38609424233436584,0.3024817407131195,-0.047486137598752975,0.9999104738235474,0.40147799253463745,0.3267887234687805,-0.2577713131904602,0.9999886155128479,0.38451117277145386,0.3271777033805847,-0.21592000126838684,0.9999776482582092,0.4837280213832855,0.3658016622066498,-0.25904396176338196,0.9999907612800598,0.39808857440948486,0.39388081431388855,0.17658613622188568,0.9999810457229614,0.47388404607772827,0.4710172116756439,-0.5070120096206665,0.9959953427314758,0.40827932953834534,0.49857431650161743,0.29092663526535034,0.5447366237640381,0.35074716806411743,0.460221529006958,-0.6925774216651917,0.9948490858078003,0.3768313527107239,0.5810040831565857,0.1520002782344818,0.6957521438598633,0.3197159171104431,0.45648255944252014,-0.7668447494506836,0.9868365526199341,0.3587879538536072,0.6096595525741577,0.13474369049072266,0.6346902847290039,0.31465572118759155,0.4454308748245239,-0.7443926334381104,0.9857344031333923,0.3581309914588928,0.6089802980422974,0.07471218705177307,0.6472932696342468,0.32385075092315674,0.44678476452827454,-0.68622887134552,0.9734543561935425,0.3666296601295471,0.5991915464401245,0.12196286767721176,0.6507579684257507,0.5419105291366577,0.581800103187561,-0.11948619782924652,0.9999966025352478,0.4724454879760742,0.5889790654182434,0.11943614482879639,0.9999966621398926,0.6168967485427856,0.7553479671478271,-0.13897183537483215,0.9990038871765137,0.3343607485294342,0.7073718905448914,-0.19649723172187805,0.9980627298355103,0.6914244294166565,0.8721073865890503,0.19243083894252777,0.9952819347381592,0.4247402250766754,0.8666186928749084,0.12119489908218384,0.993064820766449,0.6965737342834473,0.8869010806083679,0.214706152677536,0.9081083536148071,0.4464683532714844,0.8891000747680664,0.14436905086040497,0.9585424661636353,0.6966544389724731,0.929557740688324,0.00581155763939023,0.9853529930114746,0.35778674483299255,0.9102070331573486,-0.013986526057124138,0.9856631755828857
Onda Onda,0.38287872076034546,0.30352622270584106,-0.25116315484046936,0.9999895095825195,0.3940005302429199,0.2880731523036957,-0.24421437084674835,0.9999781847000122,0.3999190926551819,0.28732290863990784,-0.24423375725746155,0.9999783635139465,0.4060600697994232,0.2863992750644684,-0.24424847960472107,0.9999746084213257,0.3820316791534424,0.28884533047676086,-0.21280178427696228,0.999967098236084,0.37951844930648804,0.2886105477809906,-0.21284577250480652,0.9999593496322632,0.37704792618751526,0.28830522298812866,-0.2129039466381073,0.9999562501907349,0.422938734292984,0.29154378175735474,-0.14562556147575378,0.9999622702598572,0.38519495725631714,0.29365411400794983,-0.005319737829267979,0.9999139904975891,0.39808526635169983,0.3177879750728607,-0.21292495727539062,0.9999880790710449,0.38244423270225525,0.31772175431251526,-0.1722671240568161,0.9999775290489197,0.4744555950164795,0.35681822896003723,-0.24655520915985107,0.9999898076057434,0.39539074897766113,0.38856032490730286,0.2118774652481079,0.9999813437461853,0.45540088415145874,0.4607323110103607,-0.5030941963195801,0.9960238933563232,0.39003726840019226,0.4941342771053314,0.3202275037765503,0.5645353198051453,0.33237117528915405,0.4285638630390167,-0.711556077003479,0.9948176741600037,0.336247056722641,0.5680341720581055,0.17024222016334534,0.7119104862213135,0.30482155084609985,0.42247891426086426,-0.788157045841217,0.9869174957275391,0.3144780993461609,0.5966374278068542,0.15413154661655426,0.6516197323799133,0.3017071783542633,0.41218072175979614,-0.7654321193695068,0.9858730435371399,0.3140571713447571,0.5943540930747986,0.09401439875364304,0.6645772457122803,0.3099712133407593,0.4142608344554901,-0.7061644792556763,0.9738906621932983,0.3230594992637634,0.5844895243644714,0.13955405354499817,0.6685064435005188,0.5396803617477417,0.5765830278396606,-0.12385189533233643,0.9999964833259583,0.4693296551704407,0.5843656063079834,0.12375669181346893,0.9999964833259583,0.6154534816741943,0.7490644454956055,-0.15883304178714752,0.9990270733833313,0.3329382836818695,0.706275224685669,-0.18161605298519135,0.998084545135498,0.6941097974777222,0.8725495934486389,0.126936674118042,0.9955019950866699,0.42482027411460876,0.8654650449752808,0.11653164774179459,0.9930434823036194,0.702340841293335,0.8872486352920532,0.14429111778736115,0.9109996557235718,0.4465661942958832,0.8883154988288879,0.13841146230697632,0.9590786099433899,0.6967092752456665,0.9298206567764282,-0.07040438055992126,0.9859456419944763,0.3583050072193146,0.9101245403289795,-0.01382887177169323,0.9856888651847839
Onda Onda,0.3767088055610657,0.29319465160369873,-0.2707253098487854,0.9999873638153076,0.38879701495170593,0.27676546573638916,-0.25949519872665405,0.9999751448631287,0.3952801525592804,0.27593091130256653,-0.2595289349555969,0.9999752044677734,0.40191975235939026,0.2750627398490906,-0.2595728039741516,0.999970018863678,0.3750556707382202,0.278597891330719,-0.23001325130462646,0.9999644160270691,0.37210193276405334,0.2789680063724518,-0.23005852103233337,0.9999561309814453,0.3694343566894531,0.2792383134365082,-0.23010165989398956,0.9999526739120483,0.41759949922561646,0.2803858816623688,-0.13962514698505402,0.9999579191207886,0.3787509500980377,0.2848585247993469,-0.006310833152383566,0.9999086260795593,0.3928292989730835,0.3077120780944824,-0.2246701419353485,0.9999852180480957,0.37674257159233093,0.30798274278640747,-0.1862989366054535,0.9999734163284302,0.4669719636440277,0.34599897265434265,-0.22454795241355896,0.9999881386756897,0.3883173167705536,0.3835122883319855,0.22062012553215027,0.9999774694442749,0.4343941807746887,0.43982335925102234,-0.4921188950538635,0.9959960579872131,0.38414466381073,0.4850429892539978,0.2901734709739685,0.5721634030342102,0.3129279613494873,0.3968925476074219,-0.7032963037490845,0.9948722720146179,0.2962118685245514,0.5262817740440369,0.03363040089607239,0.724086344242096,0.28331393003463745,0.3819490075111389,-0.7820229530334473,0.9872398376464844,0.2647418975830078,0.5490294694900513,0.0018276525661349297,0.667021632194519,0.2808416485786438,0.3758765757083893,-0.7610007524490356,0.9862943887710571,0.2588133215904236,0.5422972440719604,-0.06391748785972595,0.6807288527488708,0.2926245629787445,0.38089197874069214,-0.6992833018302917,0.9746792912483215,0.2720162272453308,0.5336204767227173,-0.003398808417841792,0.68513023853302,0.5384979248046875,0.568408727645874,-0.12389500439167023,0.9999960660934448,0.46347489953041077,0.5778637528419495,0.12378007173538208,0.9999955892562866,0.6149548888206482,0.7420762181282043,-0.18858769536018372,0.9990007281303406,0.33297717571258545,0.7052754163742065,-0.16078583896160126,0.9979905486106873,0.6985840797424316,0.8725532293319702,0.058763690292835236,0.9955424070358276,0.4254595637321472,0.8653742671012878,0.1310516744852066,0.9927653074264526,0.7091429829597473,0.8874082565307617,0.07024061679840088,0.9110924005508423,0.44744282960891724,0.8884811997413635,0.15126553177833557,0.959332287311554,0.6973272562026978,0.9294642210006714,-0.16701310873031616,0.9857988357543945,0.3585914969444275,0.9101777672767639,-0.013457809574902058,0.9848369359970093
Onda Onda,0.3703742027282715,0.2858491539955139,-0.2814437747001648,0.9999673366546631,0.38216719031333923,0.26897504925727844,-0.2684709131717682,0.9999470710754395,0.388617604970932,0.26828640699386597,-0.2685229778289795,0.9999459385871887,0.3952447474002838,0.26759064197540283,-0.26859933137893677,0.9999294281005859,0.36875975131988525,0.27040231227874756,-0.24233205616474152,0.9999310374259949,0.365875780582428,0.27066951990127563,-0.2423691302537918,0.9999175071716309,0.3632213771343231,0.2708667814731598,-0.2424042671918869,0.9999107718467712,0.4111446738243103,0.27293860912323,-0.15288513898849487,0.9999232292175293,0.37267330288887024,0.27565619349479675,-0.015730876475572586,0.999828577041626,0.386077880859375,0.30129551887512207,-0.22877883911132812,0.9999610185623169,0.3711041212081909,0.30068451166152954,-0.19822074472904205,0.9999358057975769,0.4615996778011322,0.337395042181015,-0.26943328976631165,0.9999743103981018,0.3720433712005615,0.36977654695510864,0.2116902619600296,0.9999665021896362,0.3964269459247589,0.43090230226516724,-0.5831404328346252,0.9952320456504822,0.3419884443283081,0.4634358584880829,0.17570850253105164,0.5740717649459839,0.29759863018989563,0.3659316897392273,-0.7988126277923584,0.9943108558654785,0.24913671612739563,0.4719276428222656,-0.15498268604278564,0.7394747138023376,0.27388593554496765,0.3506057858467102,-0.8811184167861938,0.9865078926086426,0.2134157419204712,0.47991102933883667,-0.20142605900764465,0.6855579018592834,0.2696070373058319,0.3438146710395813,-0.8628659248352051,0.9856156706809998,0.2096860706806183,0.47382819652557373,-0.25036320090293884,0.6989144682884216,0.2813590168952942,0.35524287819862366,-0.7961578369140625,0.9736211895942688,0.22062154114246368,0.47027328610420227,-0.1882673054933548,0.7028417587280273,0.5362247824668884,0.5584806203842163,-0.13102704286575317,0.9999946355819702,0.4580991268157959,0.5691984295845032,0.13097262382507324,0.9999938011169434,0.61407470703125,0.7321826219558716,-0.22883844375610352,0.9989356398582458,0.33370864391326904,0.7025097608566284,-0.1423422396183014,0.9976880550384521,0.7020706534385681,0.8698088526725769,0.008370143361389637,0.995398998260498,0.42572569847106934,0.8647792339324951,0.12962540984153748,0.9923624992370605,0.7154973745346069,0.8844466209411621,0.01722763665020466,0.9078723788261414,0.4476792812347412,0.8884905576705933,0.14584794640541077,0.9589254856109619,0.6972458958625793,0.9277859926223755,-0.23011839389801025,0.9848893880844116,0.35888633131980896,0.9100784063339233,-0.030844027176499367,0.9837498068809509
Onda Onda,0.3649229109287262,0.2741459608078003,-0.3244834244251251,0.9999455213546753,0.3769899010658264,0.25776201486587524,-0.31444454193115234,0.9999186992645264,0.3833957314491272,0.25738248229026794,-0.3145367503166199,0.9999145269393921,0.38987094163894653,0.2569156885147095,-0.3145805597305298,0.9998824000358582,0.3631780743598938,0.258058100938797,-0.27868688106536865,0.99989914894104,0.3601675033569336,0.2578273415565491,-0.27880430221557617,0.9998827576637268,0.3573056161403656,0.257519394159317,-0.27895188331604004,0.9998738765716553,0.40514296293258667,0.2624327540397644,-0.19777533411979675,0.9998947381973267,0.36589425802230835,0.26239192485809326,-0.03229088336229324,0.9997759461402893,0.3798515200614929,0.2895507514476776,-0.2779552936553955,0.9999301433563232,0.364280641078949,0.28779786825180054,-0.23297619819641113,0.9998909831047058,0.4516281187534332,0.32850533723831177,-0.30460771918296814,0.9999330043792725,0.36265283823013306,0.355758935213089,0.1987076997756958,0.999940812587738,0.3645840287208557,0.41933441162109375,-0.5894727110862732,0.9942325353622437,0.30060523748397827,0.42390361428260803,0.05987873673439026,0.5640947222709656,0.26398593187332153,0.3621790111064911,-0.7549751400947571,0.992182731628418,0.2320803701877594,0.4109734296798706,-0.3826756477355957,0.746811032295227,0.23540660738945007,0.35321173071861267,-0.8324098587036133,0.983068585395813,0.1942024827003479,0.4185105264186859,-0.4527760446071625,0.6966636776924133,0.2382231205701828,0.33933398127555847,-0.8154188990592957,0.9822274446487427,0.19183075428009033,0.408991277217865,-0.48245149850845337,0.7092562317848206,0.24891510605812073,0.3406642973423004,-0.7513617873191833,0.9682027697563171,0.2105775773525238,0.4018138349056244,-0.41177400946617126,0.7114470601081848,0.5297764539718628,0.5446254014968872,-0.1322602480649948,0.9999914765357971,0.4534206986427307,0.5585523247718811,0.132310688495636,0.9999893307685852,0.612824022769928,0.7210127711296082,-0.24207457900047302,0.9989525675773621,0.33526185154914856,0.7001247406005859,-0.06699401140213013,0.9975573420524597,0.7059453725814819,0.8654899001121521,-0.027481038123369217,0.9954419732093811,0.42617520689964294,0.8641644716262817,0.19941841065883636,0.9922836422920227,0.7195740938186646,0.8806627988815308,-0.021341390907764435,0.9072072505950928,0.44789448380470276,0.8884698748588562,0.2130059450864792,0.9593281149864197,0.6989827156066895,0.9260253310203552,-0.2797594964504242,0.9846370220184326,0.35935360193252563,0.9098854660987854,0.020513037219643593,0.9832665920257568
Onda Onda,0.3636849820613861,0.25935500860214233,-0.40696579217910767,0.9999321103096008,0.37612634897232056,0.24404865503311157,-0.3955676555633545,0.9999045729637146,0.38277384638786316,0.2437724620103836,-0.39563560485839844,0.9998987913131714,0.3893350660800934,0.24339520931243896,-0.39568454027175903,0.9998558759689331,0.36125263571739197,0.2445790022611618,-0.35788097977638245,0.9998798370361328,0.3575846552848816,0.24477015435695648,-0.35800692439079285,0.9998593926429749,0.354200541973114,0.24489690363407135,-0.35812515020370483,0.9998486042022705,0.40378648042678833,0.24982835352420807,-0.26392310857772827,0.9998748302459717,0.3608517646789551,0.25168025493621826,-0.09332655370235443,0.9997394680976868,0.37845689058303833,0.2740961015224457,-0.3554942011833191,0.9999077320098877,0.36137157678604126,0.27360567450523376,-0.30673956871032715,0.999857485294342,0.4441620707511902,0.315763920545578,-0.36163076758384705,0.9998922944068909,0.3563179671764374,0.3530236482620239,0.18188650906085968,0.9999262690544128,0.34146955609321594,0.3891644775867462,-0.6984997987747192,0.9937150478363037,0.3026280999183655,0.4279329180717468,0.14933624863624573,0.5726459622383118,0.24267873167991638,0.30805066227912903,-0.9498146176338196,0.9921908378601074,0.22369346022605896,0.38918524980545044,-0.20007333159446716,0.7649035453796387,0.22399994730949402,0.29166871309280396,-1.0464197397232056,0.9834073185920715,0.1982080489397049,0.380076140165329,-0.25280705094337463,0.7183379530906677,0.22765907645225525,0.2776140868663788,-1.0304245948791504,0.9826189875602722,0.1955607831478119,0.3711111843585968,-0.2940874695777893,0.7298141121864319,0.23154422640800476,0.2932102084159851,-0.9501827359199524,0.9687690734863281,0.20797772705554962,0.3734486401081085,-0.22955548763275146,0.7305314540863037,0.5265457034111023,0.5344628095626831,-0.1412566751241684,0.9999900460243225,0.4474770426750183,0.5522756576538086,0.14132246375083923,0.999987781047821,0.6107515692710876,0.7108011245727539,-0.24004718661308289,0.9989504218101501,0.33586642146110535,0.6974656581878662,-0.07271865755319595,0.9974827766418457,0.7074774503707886,0.8588815331459045,-0.0073851412162184715,0.9954397082328796,0.4265156686306,0.8634629845619202,0.19372378289699554,0.9923387169837952,0.7213835120201111,0.8741395473480225,0.0002992457302752882,0.9078882336616516,0.44803839921951294,0.8884109258651733,0.20689356327056885,0.9605770707130432,0.6996230483055115,0.923344075679779,-0.2626902461051941,0.9842364192008972,0.3599812090396881,0.9098659753799438,0.0077976807951927185,0.9830756187438965
Onda Onda,0.35806208848953247,0.25000524520874023,-0.46936002373695374,0.9999101758003235,0.37155646085739136,0.23481404781341553,-0.46269577741622925,0.9998828172683716,0.3784521520137787,0.23443503677845,-0.4627642035484314,0.9998752474784851,0.3852105438709259,0.23415008187294006,-0.46284160017967224,0.9998201727867126,0.3562709391117096,0.2356409728527069,-0.4210611879825592,0.9998487234115601,0.35235387086868286,0.23598739504814148,-0.42122483253479004,0.9998210072517395,0.3486980199813843,0.2362646907567978,-0.4213910698890686,0.9998090267181396,0.4004378914833069,0.24121305346488953,-0.3440147936344147,0.9998411536216736,0.3548353612422943,0.24324814975261688,-0.15653131902217865,0.9996809363365173,0.37312051653862,0.2651444375514984,-0.42188602685928345,0.9998622536659241,0.35474759340286255,0.2657043933868408,-0.36784929037094116,0.9997919201850891,0.43594279885292053,0.3102312386035919,-0.4337131381034851,0.999792218208313,0.3536379337310791,0.34185564517974854,0.1444549858570099,0.9999024868011475,0.3304396867752075,0.38610079884529114,-0.7403777837753296,0.9930488467216492,0.2991418242454529,0.42396247386932373,0.1720263510942459,0.5740746259689331,0.2329494208097458,0.29385825991630554,-0.9625140428543091,0.9919301271438599,0.2180047333240509,0.3689485788345337,-0.14170177280902863,0.7796903848648071,0.21646246314048767,0.2722764015197754,-1.062455177307129,0.9832535982131958,0.1979876458644867,0.3565032482147217,-0.1904333531856537,0.7360491156578064,0.21913833916187286,0.25722891092300415,-1.0529088973999023,0.9824835658073425,0.19803601503372192,0.3489958345890045,-0.22987625002861023,0.7463759779930115,0.22377102077007294,0.2731402516365051,-0.9649739265441895,0.9685219526290894,0.20528247952461243,0.35156387090682983,-0.16973599791526794,0.745349109172821,0.5236629247665405,0.5276390910148621,-0.15136456489562988,0.9999849796295166,0.44710278511047363,0.5442682504653931,0.15150120854377747,0.9999831318855286,0.6081732511520386,0.7027277946472168,-0.22170725464820862,0.9988970756530762,0.33652767539024353,0.6933415532112122,0.028996799141168594,0.9970548152923584,0.7092002630233765,0.8508065342903137,0.021220874041318893,0.9954131245613098,0.4268905222415924,0.8620537519454956,0.2743456959724426,0.9920858144760132,0.7243255972862244,0.866737425327301,0.0287812240421772,0.910075306892395,0.4485710561275482,0.8883902430534363,0.28565773367881775,0.9611918330192566,0.699849009513855,0.9199003577232361,-0.22265271842479706,0.9838296175003052,0.36021608114242554,0.9094042181968689,0.10299782454967499,0.9824052453041077
Onda Onda,0.35046762228012085,0.24240830540657043,-0.4283166527748108,0.9998947978019714,0.36515116691589355,0.22798392176628113,-0.4208524823188782,0.9998699426651001,0.3710411787033081,0.22818265855312347,-0.4209330677986145,0.9998612999916077,0.3770717680454254,0.22832222282886505,-0.4209904670715332,0.9997993111610413,0.3536999821662903,0.22769135236740112,-0.3819231390953064,0.9998353123664856,0.35132578015327454,0.22772125899791718,-0.38208499550819397,0.9998095035552979,0.34890878200531006,0.22777646780014038,-0.38225480914115906,0.9997981190681458,0.39438313245773315,0.23517754673957825,-0.30608558654785156,0.999832272529602,0.35656726360321045,0.23433683812618256,-0.1326608806848526,0.9996718764305115,0.3634573519229889,0.2586211562156677,-0.38333654403686523,0.9998416304588318,0.3496268391609192,0.2576912045478821,-0.33355996012687683,0.9997633099555969,0.4373930096626282,0.30541324615478516,-0.3992655873298645,0.9997557401657104,0.3470040559768677,0.33178412914276123,0.12751297652721405,0.9998685121536255,0.331816166639328,0.38925260305404663,-0.6553773880004883,0.9929503798484802,0.28014442324638367,0.40107956528663635,-0.06236639618873596,0.5828079581260681,0.23256447911262512,0.3268597424030304,-0.8098976016044617,0.9914066791534424,0.21201729774475098,0.3416268229484558,-0.5732654333114624,0.7932731509208679,0.20327457785606384,0.3024131655693054,-0.8787111043930054,0.9822759628295898,0.18517014384269714,0.3216063678264618,-0.6552162170410156,0.7522143125534058,0.2081770896911621,0.2913220226764679,-0.8681718707084656,0.9815191626548767,0.18649950623512268,0.3116098642349243,-0.6688220500946045,0.7613247632980347,0.21712557971477509,0.30210793018341064,-0.8053520917892456,0.9670128226280212,0.19716574251651764,0.3201572299003601,-0.5976356267929077,0.7585479021072388,0.5224368572235107,0.5199898481369019,-0.14851035177707672,0.9999789595603943,0.4458051323890686,0.5351989269256592,0.14868220686912537,0.9999739527702332,0.6059139370918274,0.6974104642868042,-0.23027758300304413,0.9989211559295654,0.3377329111099243,0.6894056797027588,0.01604839414358139,0.9967473745346069,0.7099056839942932,0.8468352556228638,-0.02292732521891594,0.9954565763473511,0.4271949231624603,0.8610826134681702,0.28497886657714844,0.9917753338813782,0.7265273928642273,0.8630955219268799,-0.018066029995679855,0.9114783406257629,0.44895586371421814,0.8883923888206482,0.29829922318458557,0.9612993597984314,0.7000303268432617,0.9163352251052856,-0.27630046010017395,0.983892560005188,0.3607870936393738,0.9092519283294678,0.1105714663863182,0.9820027947425842
Onda Onda,0.34952884912490845,0.24139133095741272,-0.40204906463623047,0.9998852014541626,0.36375927925109863,0.22480911016464233,-0.3907511830329895,0.9998641014099121,0.3699590265750885,0.22438374161720276,-0.3908337652683258,0.999855101108551,0.3763713836669922,0.224055677652359,-0.3909017741680145,0.9997910261154175,0.35207921266555786,0.22596202790737152,-0.3558797240257263,0.9998300671577454,0.34985804557800293,0.2262348234653473,-0.35596075654029846,0.9998061656951904,0.3475770056247711,0.22641904652118683,-0.35604146122932434,0.9997949004173279,0.39535707235336304,0.2302459329366684,-0.2778552770614624,0.9998307228088379,0.3570707440376282,0.23201997578144073,-0.11175751686096191,0.9996734261512756,0.3646615147590637,0.25663700699806213,-0.3531944155693054,0.9998250007629395,0.3497660756111145,0.25718122720718384,-0.30749139189720154,0.9997434020042419,0.43874087929725647,0.3030245304107666,-0.3754921555519104,0.9997223615646362,0.3506954312324524,0.3209277391433716,0.1391112208366394,0.999812662601471,0.3375830054283142,0.39780372381210327,-0.6240368485450745,0.9930477738380432,0.2747926115989685,0.3844152092933655,-0.07704024016857147,0.5793161392211914,0.24039208889007568,0.3432333171367645,-0.6865779161453247,0.9905020594596863,0.20707814395427704,0.3356706500053406,-0.5855478048324585,0.7977310419082642,0.20578625798225403,0.32399672269821167,-0.7538551688194275,0.9803495407104492,0.18078258633613586,0.31965067982673645,-0.6660297513008118,0.7579160332679749,0.21158453822135925,0.3119359612464905,-0.7400625944137573,0.9795616865158081,0.18316367268562317,0.3046949803829193,-0.6709169745445251,0.7660083174705505,0.22194096446037292,0.3190510869026184,-0.6807073950767517,0.9642089009284973,0.19327616691589355,0.3146621882915497,-0.6072245836257935,0.7613769769668579,0.5202582478523254,0.5160679221153259,-0.14593642950057983,0.9999657273292542,0.4455544948577881,0.5305023193359375,0.14607878029346466,0.9999552965164185,0.6040867567062378,0.6936305165290833,-0.22847191989421844,0.9989347457885742,0.340517520904541,0.6871474981307983,0.007975775748491287,0.9963082075119019,0.7092990279197693,0.8434165716171265,-0.06305287033319473,0.9955240488052368,0.42718905210494995,0.8593886494636536,0.24253253638744354,0.9914201498031616,0.7251608967781067,0.8604835271835327,-0.06195690482854843,0.9133305549621582,0.44894710183143616,0.8882741928100586,0.25336170196533203,0.9610117077827454,0.701027512550354,0.9131272435188293,-0.3123733401298523,0.9841529130935669,0.3607037663459778,0.9092006087303162,0.07289023697376251,0.981751024723053
